case,count,offset,protocol_depth,mode,location,tree_nodes,target_logit,target_probability,target_rank,target_margin,vocab_entropy,base_route_entropy,base_local_norm,base_route_max,extra_route_entropy,extra_local_norm,extra_route_max
count4-offset0,4,0,6,native,cutoff-4,16,3.0027947425842285,1.7869679140858352e-05,2108,-10.93238639831543,5.409215927124023,0.6293296217918396,21.462608337402344,0.676703155040741,0.6931471824645996,0.9317136406898499,0.5
count4-offset1,4,1,6,native,cutoff-4,16,3.845489263534546,2.764761848084163e-05,1392,-10.495943069458008,4.973712921142578,0.6713148355484009,23.454320907592773,0.6040985584259033,0.6931471824645996,0.8683364987373352,0.5000112056732178
count4-offset2,4,2,6,native,cutoff-4,16,3.0027947425842285,1.7869680959847756e-05,2108,-10.93238639831543,5.409216403961182,0.6293296217918396,21.462608337402344,0.676703155040741,0.6931471824645996,0.9317136406898499,0.5
count4-offset3,4,3,6,native,cutoff-4,16,3.845489263534546,2.7647622118820436e-05,1392,-10.495943069458008,4.973712921142578,0.6713148355484009,23.454320907592773,0.6040985584259033,0.6931471824645996,0.8683364987373352,0.5000112056732178
count8,8,0,6,native,cutoff-4,16,4.41549825668335,0.00012406006862875074,556,-8.994621276855469,5.423276424407959,0.6707849502563477,22.337581634521484,0.6053447127342224,0.6931471824645996,0.9726775288581848,0.5000020265579224
count0,0,0,6,native,cutoff-5,32,-2.011972427368164,1.7299497301337396e-07,11068,-15.570003509521484,4.934164047241211,1.2276508808135986,16.190454483032227,0.4915001690387726,1.3862943649291992,0.5204448103904724,0.2500035762786865
count1-offset0,1,0,6,native,cutoff-5,32,-1.4853317737579346,3.0211572266125586e-07,9651,-15.012454986572266,5.0550947189331055,1.2252923250198364,15.791352272033691,0.4908846318721771,1.3862943649291992,0.5181602239608765,0.2500098645687103
count1-offset1,1,1,6,native,cutoff-5,32,0.41283777356147766,3.382043360034004e-06,5560,-12.597026824951172,6.347500324249268,1.3144137859344482,15.466525077819824,0.3521074652671814,1.3862943649291992,0.4951901137828827,0.2500222325325012
count1-offset2,1,2,6,native,cutoff-5,32,0.38892054557800293,3.2690957141312538e-06,5612,-12.630993843078613,6.374895095825195,1.3207067251205444,15.487259864807129,0.33912670612335205,1.3862943649291992,0.49617913365364075,0.2500218451023102
count1-offset3,1,3,6,native,cutoff-5,32,-1.3748070001602173,6.731240773660829e-07,9146,-14.211335182189941,5.926919460296631,1.22553288936615,14.27104377746582,0.4982874095439911,1.3862943649291992,0.4906138777732849,0.25002026557922363
count2-offset0,2,0,6,native,cutoff-5,32,-0.90696781873703,1.019079832076386e-06,8047,-13.796608924865723,5.949120044708252,1.2267546653747559,14.014023780822754,0.4886273741722107,1.3862943649291992,0.4907180964946747,0.25002315640449524
count2-offset1,2,1,6,native,cutoff-5,32,0.9722813367843628,4.4058124331058934e-06,4472,-12.332581520080566,5.782153129577637,1.3000071048736572,16.535377502441406,0.36153939366340637,1.3862943649291992,0.48503023386001587,0.2500072419643402
count2-offset2,2,2,6,native,cutoff-5,32,0.9526540040969849,4.3686827666533645e-06,4571,-12.341044425964355,5.864871025085449,1.3018524646759033,16.50506591796875,0.35516682267189026,1.3862943649291992,0.485764741897583,0.25000667572021484
count2-offset3,2,3,6,native,cutoff-5,32,-0.5086838603019714,1.824275727813074e-06,6484,-13.214325904846191,6.061825275421143,1.249408483505249,14.233575820922852,0.4855836033821106,1.3862943649291992,0.4914524257183075,0.25001972913742065
count4-offset0,4,0,6,native,cutoff-5,32,1.7386105060577393,1.046477791533107e-05,3480,-11.467484474182129,6.104842662811279,1.3131587505340576,15.254576683044434,0.3389793932437897,1.3862943649291992,0.48971027135849,0.2500021159648895
count4-offset1,4,1,6,native,cutoff-5,32,2.129889488220215,1.544212682347279e-05,2812,-11.07839584350586,6.130506992340088,1.353603482246399,16.215837478637695,0.3220748007297516,1.3862943649291992,0.4872497618198395,0.25000715255737305
count4-offset2,4,2,6,native,cutoff-5,32,1.7386105060577393,1.046477791533107e-05,3480,-11.467484474182129,6.1048431396484375,1.3131587505340576,15.254576683044434,0.3389793932437897,1.3862943649291992,0.48971027135849,0.2500021159648895
count4-offset3,4,3,6,native,cutoff-5,32,2.129889488220215,1.544212682347279e-05,2812,-11.07839584350586,6.130506992340088,1.353603482246399,16.215837478637695,0.3220748007297516,1.3862943649291992,0.4872497618198395,0.25000715255737305
count8,8,0,6,native,cutoff-5,32,3.105170249938965,4.5602460886584595e-05,1395,-9.995503425598145,5.992886543273926,1.354867935180664,16.03826904296875,0.31729215383529663,1.3862943649291992,0.49251532554626465,0.250002384185791
count0,0,0,6,native,full,-1,-2.011972427368164,1.7299497301337396e-07,11068,-15.570003509521484,4.934164047241211,,,,,,
count1-offset0,1,0,6,native,full,-1,-1.4853317737579346,3.0211572266125586e-07,9651,-15.012454986572266,5.0550947189331055,,,,,,
count1-offset1,1,1,6,native,full,-1,0.41283777356147766,3.382043360034004e-06,5560,-12.597026824951172,6.347500324249268,,,,,,
count1-offset2,1,2,6,native,full,-1,0.38892054557800293,3.2690957141312538e-06,5612,-12.630993843078613,6.374895095825195,,,,,,
count1-offset3,1,3,6,native,full,-1,-1.3748070001602173,6.731240773660829e-07,9146,-14.211335182189941,5.926919460296631,,,,,,
count2-offset0,2,0,6,native,full,-1,-0.90696781873703,1.019079832076386e-06,8047,-13.796608924865723,5.949120044708252,,,,,,
count2-offset1,2,1,6,native,full,-1,0.9722813367843628,4.4058124331058934e-06,4472,-12.332581520080566,5.782153129577637,,,,,,
count2-offset2,2,2,6,native,full,-1,0.9526540040969849,4.3686827666533645e-06,4571,-12.341044425964355,5.864871025085449,,,,,,
count2-offset3,2,3,6,native,full,-1,-0.5086838603019714,1.824275727813074e-06,6484,-13.214325904846191,6.061825275421143,,,,,,
count4-offset0,4,0,6,native,full,-1,1.7386105060577393,1.046477791533107e-05,3480,-11.467484474182129,6.104842662811279,,,,,,
count4-offset1,4,1,6,native,full,-1,2.129889488220215,1.544212682347279e-05,2812,-11.07839584350586,6.130506992340088,,,,,,
count4-offset2,4,2,6,native,full,-1,1.7386105060577393,1.046477791533107e-05,3480,-11.467484474182129,6.1048431396484375,,,,,,
count4-offset3,4,3,6,native,full,-1,2.129889488220215,1.544212682347279e-05,2812,-11.07839584350586,6.130506992340088,,,,,,
count8,8,0,6,native,full,-1,3.105170249938965,4.5602460886584595e-05,1395,-9.995503425598145,5.992886543273926,,,,,,
count0,0,0,6,mean,cutoff-0,1,0.0059844255447387695,7.660672736164997e-07,16709,-14.081995010375977,6.903720855712891,-0.0,21.357179641723633,1.0,-0.0,0.6123868227005005,1.0
count1-offset0,1,0,6,mean,cutoff-0,1,0.15693077445030212,9.878054925138713e-07,16005,-13.827778816223145,7.10458517074585,-0.0,21.18453025817871,1.0,-0.0,0.6729487180709839,1.0
count1-offset1,1,1,6,mean,cutoff-0,1,1.4980573654174805,4.314973011787515e-06,8862,-12.353415489196777,7.041675567626953,-0.0,21.785419464111328,1.0,-0.0,0.826664388179779,1.0
count1-offset2,1,2,6,mean,cutoff-0,1,1.4929474592208862,4.07931293011643e-06,9103,-12.409577369689941,7.040864944458008,-0.0,21.854991912841797,1.0,-0.0,0.816295862197876,1.0
count1-offset3,1,3,6,mean,cutoff-0,1,0.4671022295951843,2.1679304609278915e-06,12684,-13.041735649108887,7.137933731079102,-0.0,20.76554298400879,1.0,-0.0,0.8140278458595276,1.0
count2-offset0,2,0,6,mean,cutoff-0,1,0.6558194756507874,2.808721092151245e-06,11995,-12.7827787399292,7.250351428985596,-0.0,20.389427185058594,1.0,-0.0,0.8589956164360046,1.0
count2-offset1,2,1,6,mean,cutoff-0,1,1.5652856826782227,3.558751132004545e-06,9007,-12.546097755432129,6.8576860427856445,-0.0,22.502901077270508,1.0,-0.0,0.9849879145622253,1.0
count2-offset2,2,2,6,mean,cutoff-0,1,1.5134882926940918,3.3073345093725948e-06,9375,-12.619363784790039,6.884742736816406,-0.0,22.545711517333984,1.0,-0.0,0.9795628786087036,1.0
count2-offset3,2,3,6,mean,cutoff-0,1,1.5671143531799316,6.969148671487346e-06,7749,-11.874011993408203,7.254515647888184,-0.0,20.65915298461914,1.0,-0.0,0.8298097252845764,1.0
count4-offset0,4,0,6,mean,cutoff-0,1,1.5816067457199097,5.709536708309315e-06,8072,-12.07336711883545,7.006237030029297,-0.0,21.61353302001953,1.0,-0.0,1.018090844154358,1.0
count4-offset1,4,1,6,mean,cutoff-0,1,2.539712429046631,1.2443892046576366e-05,5086,-11.294267654418945,6.9207563400268555,-0.0,22.074874877929688,1.0,-0.0,1.0030059814453125,1.0
count4-offset2,4,2,6,mean,cutoff-0,1,1.5816067457199097,5.709535798814613e-06,8072,-12.07336711883545,7.0062360763549805,-0.0,21.61353302001953,1.0,-0.0,1.018090844154358,1.0
count4-offset3,4,3,6,mean,cutoff-0,1,2.539712429046631,1.2443892046576366e-05,5086,-11.294267654418945,6.9207563400268555,-0.0,22.074874877929688,1.0,-0.0,1.0030059814453125,1.0
count8,8,0,6,mean,cutoff-0,1,2.634577751159668,1.4218587239156477e-05,4321,-11.160945892333984,6.22336483001709,-0.0,22.160228729248047,1.0,-0.0,1.034614086151123,1.0
count0,0,0,6,mean,cutoff-1,2,0.12370315194129944,1.5490170426346594e-06,11706,-13.377888679504395,6.314126014709473,2.7631020735330303e-11,21.207693099975586,1.0,2.7631020735330303e-11,0.5859382152557373,1.0
count1-offset0,1,0,6,mean,cutoff-1,2,0.24470552802085876,1.9610272374848137e-06,11221,-13.142040252685547,6.537369728088379,2.7631020735330303e-11,20.8317813873291,1.0,2.7631020735330303e-11,0.6462869048118591,1.0
count1-offset1,1,1,6,mean,cutoff-1,2,1.153352975845337,8.040628927119542e-06,6552,-11.730995178222656,6.992077827453613,2.7631020735330303e-11,21.470489501953125,1.0,2.7631020735330303e-11,0.8122734427452087,1.0
count1-offset2,1,2,6,mean,cutoff-1,2,1.1678991317749023,7.706341420998797e-06,6724,-11.773459434509277,6.980391979217529,2.7631020735330303e-11,21.50408935546875,1.0,2.7631020735330303e-11,0.8006742000579834,1.0
count1-offset3,1,3,6,mean,cutoff-1,2,0.18736448884010315,4.002307377959369e-06,9401,-12.428635597229004,6.930412292480469,2.7631020735330303e-11,20.77869987487793,1.0,2.7631020735330303e-11,0.7934593558311462,1.0
count2-offset0,2,0,6,mean,cutoff-1,2,0.4595097303390503,5.286494342726655e-06,8714,-12.150349617004395,7.050036907196045,2.7631020735330303e-11,20.169757843017578,1.0,2.7631020735330303e-11,0.8413694500923157,1.0
count2-offset1,2,1,6,mean,cutoff-1,2,0.7813711166381836,5.934681666985853e-06,7089,-12.034690856933594,6.80035400390625,2.7631020735330303e-11,22.401334762573242,1.0,2.7631020735330303e-11,0.984321117401123,1.0
count2-offset2,2,2,6,mean,cutoff-1,2,0.717326819896698,5.567699645325774e-06,7371,-12.098523139953613,6.814337730407715,2.7631020735330303e-11,22.42073631286621,1.0,2.7631020735330303e-11,0.9785398244857788,1.0
count2-offset3,2,3,6,mean,cutoff-1,2,1.3458802700042725,1.3127360034559388e-05,5034,-11.240798950195312,6.969186305999756,2.7631020735330303e-11,20.546005249023438,1.0,2.7631020735330303e-11,0.8104707598686218,1.0
count4-offset0,4,0,6,mean,cutoff-1,2,0.44601619243621826,6.641784693783848e-06,7675,-11.922122955322266,7.127155303955078,2.7631020735330303e-11,21.32013511657715,1.0,2.7631020735330303e-11,1.0184000730514526,1.0
count4-offset1,4,1,6,mean,cutoff-1,2,1.891364574432373,2.3217824491439387e-05,3377,-10.67056655883789,6.921474456787109,2.7631020735330303e-11,21.81513214111328,1.0,2.7631020735330303e-11,1.0030841827392578,1.0
count4-offset2,4,2,6,mean,cutoff-1,2,0.44601619243621826,6.641784693783848e-06,7675,-11.922122955322266,7.127155303955078,2.7631020735330303e-11,21.32013511657715,1.0,2.7631020735330303e-11,1.0184000730514526,1.0
count4-offset3,4,3,6,mean,cutoff-1,2,1.891364574432373,2.3217824491439387e-05,3377,-10.67056655883789,6.921474456787109,2.7631020735330303e-11,21.81513214111328,1.0,2.7631020735330303e-11,1.0030841827392578,1.0
count8,8,0,6,mean,cutoff-1,2,1.6763842105865479,2.2769096176489256e-05,3407,-10.690083503723145,6.735811233520508,2.7631020735330303e-11,21.420835494995117,1.0,2.7631020735330303e-11,1.0352911949157715,1.0
count0,0,0,6,mean,cutoff-2,4,0.6461197137832642,2.1638177258864744e-06,9913,-13.043634414672852,6.17836856842041,8.289306047126743e-11,19.884254455566406,1.0,8.289306047126743e-11,0.513039767742157,1.0
count1-offset0,1,0,6,mean,cutoff-2,4,1.1315407752990723,4.2758874769788235e-06,7034,-12.36251449584961,6.37744140625,8.289306047126743e-11,18.928478240966797,1.0,8.289306047126743e-11,0.5692946910858154,1.0
count1-offset1,1,1,6,mean,cutoff-2,4,-0.05788999795913696,3.4178672194684623e-06,9963,-12.586490631103516,6.700892925262451,8.289306047126743e-11,19.227697372436523,1.0,8.289306047126743e-11,0.7656674385070801,1.0
count1-offset2,1,2,6,mean,cutoff-2,4,0.10772329568862915,3.7685986171709374e-06,9380,-12.48880386352539,6.687077522277832,8.289306047126743e-11,19.22578239440918,1.0,8.289306047126743e-11,0.7508808970451355,1.0
count1-offset3,1,3,6,mean,cutoff-2,4,0.1355837881565094,2.508234956621891e-06,10090,-12.895928382873535,6.4505414962768555,8.289306047126743e-11,19.352710723876953,1.0,8.289306047126743e-11,0.7286241054534912,1.0
count2-offset0,2,0,6,mean,cutoff-2,4,0.5684138536453247,3.423674570512958e-06,8269,-12.584793090820312,6.440406799316406,8.289306047126743e-11,18.107215881347656,1.0,8.289306047126743e-11,0.7826868891716003,1.0
count2-offset1,2,1,6,mean,cutoff-2,4,-0.7785154581069946,2.0371132904983824e-06,11883,-13.103974342346191,6.601332664489746,8.289306047126743e-11,20.85807991027832,1.0,8.289306047126743e-11,0.9805494546890259,1.0
count2-offset2,2,2,6,mean,cutoff-2,4,-0.7577430605888367,2.1078885765746236e-06,11802,-13.06982135772705,6.634997367858887,8.289306047126743e-11,20.82320213317871,1.0,8.289306047126743e-11,0.9732721447944641,1.0
count2-offset3,2,3,6,mean,cutoff-2,4,0.9719529151916504,6.404694886441575e-06,6387,-11.958473205566406,6.4348015785217285,8.289306047126743e-11,18.912616729736328,1.0,8.289306047126743e-11,0.7484307289123535,1.0
count4-offset0,4,0,6,mean,cutoff-2,4,-0.6834869980812073,3.6812220969295595e-06,10120,-12.512262344360352,6.937027931213379,8.289306047126743e-11,19.487884521484375,1.0,8.289306047126743e-11,1.0190651416778564,1.0
count4-offset1,4,1,6,mean,cutoff-2,4,0.4249867796897888,9.329727618023753e-06,6120,-11.582295417785645,6.948498249053955,8.289306047126743e-11,20.659101486206055,1.0,8.289306047126743e-11,1.00265371799469,1.0
count4-offset2,4,2,6,mean,cutoff-2,4,-0.6834869980812073,3.6812220969295595e-06,10120,-12.512262344360352,6.937027931213379,8.289306047126743e-11,19.487884521484375,1.0,8.289306047126743e-11,1.0190651416778564,1.0
count4-offset3,4,3,6,mean,cutoff-2,4,0.4249867796897888,9.329726708529051e-06,6120,-11.582295417785645,6.948497772216797,8.289306047126743e-11,20.659101486206055,1.0,8.289306047126743e-11,1.00265371799469,1.0
count8,8,0,6,mean,cutoff-2,4,0.6316180229187012,1.535354931547772e-05,4280,-11.084148406982422,6.793011665344238,8.289306047126743e-11,20.0645751953125,1.0,8.289306047126743e-11,1.038079857826233,1.0
count0,0,0,6,mean,cutoff-3,8,0.6435762643814087,2.4771300104475813e-06,7878,-12.908407211303711,6.177671432495117,1.9341714341258864e-10,18.527271270751953,1.0,1.9341714341258864e-10,0.38223153352737427,1.0
count1-offset0,1,0,6,mean,cutoff-3,8,1.2135809659957886,4.213223292026669e-06,6921,-12.377278327941895,6.578662872314453,1.9341714341258864e-10,17.983539581298828,1.0,1.9341714341258864e-10,0.3598719835281372,1.0
count1-offset1,1,1,6,mean,cutoff-3,8,0.3235551416873932,5.982771199342096e-06,4318,-12.026620864868164,5.735917091369629,1.9341714341258864e-10,17.13546371459961,1.0,1.9341714341258864e-10,0.5570092797279358,1.0
count1-offset2,1,2,6,mean,cutoff-3,8,0.27845707535743713,4.972434453520691e-06,4875,-12.211596488952637,5.818894863128662,1.9341714341258864e-10,17.073938369750977,1.0,1.9341714341258864e-10,0.5321234464645386,1.0
count1-offset3,1,3,6,mean,cutoff-3,8,0.36701637506484985,2.3625193534826394e-06,7344,-12.955779075622559,5.741067886352539,1.9341714341258864e-10,18.12006187438965,1.0,1.9341714341258864e-10,0.4818609356880188,1.0
count2-offset0,2,0,6,mean,cutoff-3,8,1.4265531301498413,5.596618848358048e-06,5431,-12.093342781066895,6.221836090087891,1.9341714341258864e-10,17.177270889282227,1.0,1.9341714341258864e-10,0.5361936092376709,1.0
count2-offset1,2,1,6,mean,cutoff-3,8,0.6517536044120789,6.057980499463156e-06,3610,-12.014128684997559,5.129674911499023,1.9341714341258864e-10,19.081815719604492,1.0,1.9341714341258864e-10,0.9346492290496826,1.0
count2-offset2,2,2,6,mean,cutoff-3,8,0.6267340183258057,5.70068505112431e-06,3803,-12.074918746948242,5.156134128570557,1.9341714341258864e-10,18.96135711669922,1.0,1.9341714341258864e-10,0.920221745967865,1.0
count2-offset3,2,3,6,mean,cutoff-3,8,1.3061606884002686,8.227113539760467e-06,4045,-11.708066940307617,5.885225296020508,1.9341714341258864e-10,17.864856719970703,1.0,1.9341714341258864e-10,0.5050921440124512,1.0
count4-offset0,4,0,6,mean,cutoff-3,8,0.6705143451690674,7.959135473356582e-06,3349,-11.741182327270508,4.896237850189209,1.9341714341258864e-10,17.500717163085938,1.0,1.9341714341258864e-10,0.9932628273963928,1.0
count4-offset1,4,1,6,mean,cutoff-3,8,1.7301609516143799,2.3997685275389813e-05,1773,-10.637529373168945,4.971881866455078,1.9341714341258864e-10,18.950990676879883,1.0,1.9341714341258864e-10,0.9741729497909546,1.0
count4-offset2,4,2,6,mean,cutoff-3,8,0.6705143451690674,7.959136382851284e-06,3349,-11.741182327270508,4.896238327026367,1.9341714341258864e-10,17.500717163085938,1.0,1.9341714341258864e-10,0.9932628273963928,1.0
count4-offset3,4,3,6,mean,cutoff-3,8,1.7301609516143799,2.3997685275389813e-05,1773,-10.637529373168945,4.971882343292236,1.9341714341258864e-10,18.950990676879883,1.0,1.9341714341258864e-10,0.9741729497909546,1.0
count8,8,0,6,mean,cutoff-3,8,2.0303573608398438,3.180249404977076e-05,1230,-10.355934143066406,4.7201151847839355,1.9341714341258864e-10,18.479372024536133,1.0,1.9341714341258864e-10,1.0266077518463135,1.0
count0,0,0,6,mean,cutoff-4,16,-0.9075421094894409,5.116521037962229e-07,12469,-14.485620498657227,5.884589195251465,0.6461896896362305,16.353538513183594,0.6520161032676697,0.6931471824645996,0.3887873589992523,0.5000032782554626
count1-offset0,1,0,6,mean,cutoff-4,16,-1.3462269306182861,6.495157549579744e-07,11856,-14.247037887573242,5.658594131469727,0.6153761148452759,15.473302841186523,0.6945931911468506,0.6931471824645996,0.3445102870464325,0.50001060962677
count1-offset1,1,1,6,mean,cutoff-4,16,1.2636529207229614,6.229327482287772e-06,4564,-11.986235618591309,6.155595302581787,0.6540820002555847,17.67715835571289,0.6388412714004517,0.6931471824645996,0.40684375166893005,0.5000317096710205
count1-offset2,1,2,6,mean,cutoff-4,16,1.5545917749404907,7.795842975610867e-06,4163,-11.76191234588623,6.235441207885742,0.6572126746177673,17.670724868774414,0.633232831954956,0.6931471824645996,0.394859254360199,0.5000307559967041
count1-offset3,1,3,6,mean,cutoff-4,16,-0.40385788679122925,1.042528310790658e-06,10037,-13.773860931396484,6.161365985870361,0.6449577808380127,15.665517807006836,0.6539645791053772,0.6931471824645996,0.30987071990966797,0.500024676322937
count2-offset0,2,0,6,mean,cutoff-4,16,-0.8795498013496399,1.1522527074703248e-06,9901,-13.67379093170166,5.914961814880371,0.615483283996582,14.829483032226562,0.6944627165794373,0.6931471824645996,0.34568312764167786,0.500033438205719
count2-offset1,2,1,6,mean,cutoff-4,16,1.8705871105194092,7.13459485268686e-06,3677,-11.85054874420166,5.728198051452637,0.6612333059310913,18.661603927612305,0.6256441473960876,0.6931471824645996,0.5776403546333313,0.5000122785568237
count2-offset2,2,2,6,mean,cutoff-4,16,1.9946303367614746,7.938864655443467e-06,3546,-11.743732452392578,5.8229780197143555,0.6612805128097534,18.618839263916016,0.6255521178245544,0.6931471824645996,0.5627685189247131,0.5000113248825073
count2-offset3,2,3,6,mean,cutoff-4,16,0.3276011645793915,2.3426871393894544e-06,7338,-12.96420955657959,6.177323341369629,0.6519588828086853,15.567098617553711,0.6425124406814575,0.6931471824645996,0.3152153789997101,0.5000243186950684
count4-offset0,4,0,6,mean,cutoff-4,16,2.2281250953674316,2.0989415133954026e-05,2521,-10.77147102355957,6.004349708557129,0.6578903198242188,16.62122344970703,0.6319857835769653,0.6931471824645996,0.6742656826972961,0.5000036358833313
count4-offset1,4,1,6,mean,cutoff-4,16,3.172682762145996,3.474253026070073e-05,1715,-10.267511367797852,5.883266925811768,0.6845601797103882,18.143661499023438,0.5654309391975403,0.6931471824645996,0.611998975276947,0.5000134110450745
count4-offset2,4,2,6,mean,cutoff-4,16,2.2281250953674316,2.0989415133954026e-05,2521,-10.77147102355957,6.004350185394287,0.6578903198242188,16.62122344970703,0.6319857835769653,0.6931471824645996,0.6742656826972961,0.5000036358833313
count4-offset3,4,3,6,mean,cutoff-4,16,3.172682762145996,3.474253026070073e-05,1715,-10.267511367797852,5.883266925811768,0.6845601797103882,18.143661499023438,0.5654309391975403,0.6931471824645996,0.611998975276947,0.5000134110450745
count8,8,0,6,mean,cutoff-4,16,2.993934392929077,9.515842975815758e-05,931,-9.259872436523438,6.000702857971191,0.6715086698532104,16.827959060668945,0.603638768196106,0.6931471824645996,0.7123429179191589,0.500005304813385
count0,0,0,6,mean,cutoff-5,32,-1.7199915647506714,3.158298511607427e-07,10595,-14.968061447143555,5.5748162269592285,1.2841129302978516,15.61956787109375,0.44408679008483887,1.3862943649291992,0.5204447507858276,0.2500019967556
count1-offset0,1,0,6,mean,cutoff-5,32,-1.5294040441513062,4.977345611223427e-07,9766,-14.513198852539062,5.695889472961426,1.2727253437042236,15.099836349487305,0.4444330334663391,1.3862943649291992,0.5181602239608765,0.2500064969062805
count1-offset1,1,1,6,mean,cutoff-5,32,0.2595585882663727,2.9744448966084747e-06,5918,-12.725449562072754,6.365065574645996,1.3400146961212158,15.466055870056152,0.33212071657180786,1.3862943649291992,0.49519047141075134,0.25001752376556396
count1-offset2,1,2,6,mean,cutoff-5,32,0.2552485167980194,3.0029491426830646e-06,5924,-12.715912818908691,6.417170524597168,1.3427700996398926,15.49081039428711,0.32380008697509766,1.3862943649291992,0.4961794316768646,0.25001707673072815
count1-offset3,1,3,6,mean,cutoff-5,32,-0.8932121992111206,1.1116405858047074e-06,8252,-13.709671974182129,6.319366455078125,1.299318790435791,13.893312454223633,0.43396592140197754,1.3862943649291992,0.4906143546104431,0.25001341104507446
count2-offset0,2,0,6,mean,cutoff-5,32,-0.9098485112190247,1.4045969010112458e-06,7972,-13.47575855255127,6.316079616546631,1.2853291034698486,13.519927024841309,0.43210476636886597,1.3862943649291992,0.49071839451789856,0.25001686811447144
count2-offset1,2,1,6,mean,cutoff-5,32,0.8950021862983704,3.5799505440081703e-06,4874,-12.54015827178955,5.683470726013184,1.3495283126831055,16.585567474365234,0.32130029797554016,1.3862943649291992,0.48503026366233826,0.2500080168247223
count2-offset2,2,2,6,mean,cutoff-5,32,0.8635815978050232,3.6134099445916945e-06,4922,-12.530855178833008,5.776302337646484,1.3502864837646484,16.555953979492188,0.31743964552879333,1.3862943649291992,0.4857647716999054,0.2500075101852417
count2-offset3,2,3,6,mean,cutoff-5,32,-0.39166268706321716,2.10116650123382e-06,6539,-13.073015213012695,6.299725532531738,1.3043605089187622,13.897926330566406,0.43287393450737,1.3862943649291992,0.4914528429508209,0.2500132620334625
count4-offset0,4,0,6,mean,cutoff-5,32,1.3030266761779785,9.127797056862619e-06,3768,-11.604177474975586,6.049971580505371,1.3467679023742676,15.284770965576172,0.32507047057151794,1.3862944841384888,0.4897102415561676,0.2500036656856537
count4-offset1,4,1,6,mean,cutoff-5,32,1.8847724199295044,1.3774377293884754e-05,2944,-11.192687034606934,5.967979431152344,1.3733766078948975,16.187849044799805,0.29501843452453613,1.3862943649291992,0.48724979162216187,0.2500079870223999
count4-offset2,4,2,6,mean,cutoff-5,32,1.3030266761779785,9.127797056862619e-06,3768,-11.604177474975586,6.0499725341796875,1.3467679023742676,15.284770965576172,0.32507047057151794,1.3862944841384888,0.4897102415561676,0.2500036656856537
count4-offset3,4,3,6,mean,cutoff-5,32,1.8847724199295044,1.3774377293884754e-05,2944,-11.192687034606934,5.967979431152344,1.3733766078948975,16.187849044799805,0.29501843452453613,1.3862943649291992,0.48724979162216187,0.2500079870223999
count8,8,0,6,mean,cutoff-5,32,2.4276201725006104,4.223471842124127e-05,1614,-10.072225570678711,6.272668838500977,1.3597674369812012,15.970420837402344,0.3026527166366577,1.3862943649291992,0.49251532554626465,0.2500038743019104
count0,0,0,6,mean,full,-1,-1.7199915647506714,3.158298511607427e-07,10595,-14.968061447143555,5.5748162269592285,,,,,,
count1-offset0,1,0,6,mean,full,-1,-1.5294040441513062,4.977345611223427e-07,9766,-14.513198852539062,5.695889472961426,,,,,,
count1-offset1,1,1,6,mean,full,-1,0.2595585882663727,2.9744448966084747e-06,5918,-12.725449562072754,6.365065574645996,,,,,,
count1-offset2,1,2,6,mean,full,-1,0.2552485167980194,3.0029491426830646e-06,5924,-12.715912818908691,6.417170524597168,,,,,,
count1-offset3,1,3,6,mean,full,-1,-0.8932121992111206,1.1116405858047074e-06,8252,-13.709671974182129,6.319366455078125,,,,,,
count2-offset0,2,0,6,mean,full,-1,-0.9098485112190247,1.4045969010112458e-06,7972,-13.47575855255127,6.316079616546631,,,,,,
count2-offset1,2,1,6,mean,full,-1,0.8950021862983704,3.5799505440081703e-06,4874,-12.54015827178955,5.683470726013184,,,,,,
count2-offset2,2,2,6,mean,full,-1,0.8635815978050232,3.6134099445916945e-06,4922,-12.530855178833008,5.776302337646484,,,,,,
count2-offset3,2,3,6,mean,full,-1,-0.39166268706321716,2.10116650123382e-06,6539,-13.073015213012695,6.299725532531738,,,,,,
count4-offset0,4,0,6,mean,full,-1,1.3030266761779785,9.127797056862619e-06,3768,-11.604177474975586,6.049971580505371,,,,,,
count4-offset1,4,1,6,mean,full,-1,1.8847724199295044,1.3774377293884754e-05,2944,-11.192687034606934,5.967979431152344,,,,,,
count4-offset2,4,2,6,mean,full,-1,1.3030266761779785,9.127797056862619e-06,3768,-11.604177474975586,6.0499725341796875,,,,,,
count4-offset3,4,3,6,mean,full,-1,1.8847724199295044,1.3774377293884754e-05,2944,-11.192687034606934,5.967979431152344,,,,,,
count8,8,0,6,mean,full,-1,2.4276201725006104,4.223471842124127e-05,1614,-10.072225570678711,6.272668838500977,,,,,,
count0,0,0,7,native,cutoff-0,1,8.371846199035645,2.3304345120322978e-08,6545,-17.574626922607422,3.4584476947784424,-0.0,44.67997741699219,1.0,-0.0,1.4133894443511963,1.0
count1-offset0,1,0,7,native,cutoff-0,1,9.984678268432617,2.3722275699356032e-08,4987,-17.556852340698242,2.928246021270752,-0.0,46.624114990234375,1.0,-0.0,1.500067949295044,1.0
count1-offset1,1,1,7,native,cutoff-0,1,10.600787162780762,1.0139643080719907e-07,3863,-16.104228973388672,3.252964973449707,-0.0,44.819705963134766,1.0,-0.0,1.4971330165863037,1.0
count1-offset2,1,2,7,native,cutoff-0,1,9.876253128051758,2.749123950707144e-07,4037,-15.106813430786133,3.800665855407715,-0.0,42.30528259277344,1.0,-0.0,1.4971964359283447,1.0
