case,count,offset,protocol_depth,channel,merge,group,gradient
count0,0,0,6,base,4,2,0.0
count0,0,0,6,base,4,3,0.0
count0,0,0,6,base,4,4,0.0
count0,0,0,6,base,4,5,0.0
count0,0,0,6,base,4,6,0.0
count0,0,0,6,base,4,7,0.0
count1-offset0,1,0,6,base,0,0,-0.012360498309135437
count1-offset0,1,0,6,base,0,1,-0.06933963298797607
count1-offset0,1,0,6,base,0,2,-0.041188180446624756
count1-offset0,1,0,6,base,0,3,-0.06689902395009995
count1-offset0,1,0,6,base,0,4,0.06543667614459991
count1-offset0,1,0,6,base,0,5,0.08776157349348068
count1-offset0,1,0,6,base,0,6,-0.09980234503746033
count1-offset0,1,0,6,base,0,7,-0.0437922440469265
count1-offset0,1,0,6,base,1,0,-0.08166122436523438
count1-offset0,1,0,6,base,1,1,0.015922941267490387
count1-offset0,1,0,6,base,1,2,0.044075753539800644
count1-offset0,1,0,6,base,1,3,-0.08956321328878403
count1-offset0,1,0,6,base,1,4,0.0031874198466539383
count1-offset0,1,0,6,base,1,5,0.1637539118528366
count1-offset0,1,0,6,base,1,6,0.009515084326267242
count1-offset0,1,0,6,base,1,7,-0.0785566046833992
count1-offset0,1,0,6,base,2,0,0.0
count1-offset0,1,0,6,base,2,1,0.0
count1-offset0,1,0,6,base,2,2,0.0
count1-offset0,1,0,6,base,2,3,0.0
count1-offset0,1,0,6,base,2,4,0.0
count1-offset0,1,0,6,base,2,5,0.0
count1-offset0,1,0,6,base,2,6,0.0
count1-offset0,1,0,6,base,2,7,0.0
count1-offset0,1,0,6,base,3,0,0.0
count1-offset0,1,0,6,base,3,1,0.0
count1-offset0,1,0,6,base,3,2,0.0
count1-offset0,1,0,6,base,3,3,0.0
count1-offset0,1,0,6,base,3,4,0.0
count1-offset0,1,0,6,base,3,5,0.0
count1-offset0,1,0,6,base,3,6,0.0
count1-offset0,1,0,6,base,3,7,0.0
count1-offset0,1,0,6,base,4,0,0.0
count1-offset0,1,0,6,base,4,1,0.0
count1-offset0,1,0,6,base,4,2,0.0
count1-offset0,1,0,6,base,4,3,0.0
count1-offset0,1,0,6,base,4,4,0.0
count1-offset0,1,0,6,base,4,5,0.0
count1-offset0,1,0,6,base,4,6,0.0
count1-offset0,1,0,6,base,4,7,0.0
count1-offset1,1,1,6,base,0,0,0.10187278687953949
count1-offset1,1,1,6,base,0,1,0.12205851078033447
count1-offset1,1,1,6,base,0,2,0.08682651817798615
count1-offset1,1,1,6,base,0,3,0.1354520320892334
count1-offset1,1,1,6,base,0,4,-0.08521192520856857
count1-offset1,1,1,6,base,0,5,0.10227897018194199
count1-offset1,1,1,6,base,0,6,0.0014927498996257782
count1-offset1,1,1,6,base,0,7,-0.1070365160703659
count1-offset1,1,1,6,base,1,0,-0.09030182659626007
count1-offset1,1,1,6,base,1,1,-0.023275136947631836
count1-offset1,1,1,6,base,1,2,-0.0048306770622730255
count1-offset1,1,1,6,base,1,3,-0.04860692471265793
count1-offset1,1,1,6,base,1,4,0.0653199851512909
count1-offset1,1,1,6,base,1,5,0.0261269211769104
count1-offset1,1,1,6,base,1,6,0.049794699996709824
count1-offset1,1,1,6,base,1,7,0.06104879826307297
count1-offset1,1,1,6,base,2,0,0.0
count1-offset1,1,1,6,base,2,1,0.0
count1-offset1,1,1,6,base,2,2,0.0
count1-offset1,1,1,6,base,2,3,0.0
count1-offset1,1,1,6,base,2,4,0.0
count1-offset1,1,1,6,base,2,5,0.0
count1-offset1,1,1,6,base,2,6,0.0
count1-offset1,1,1,6,base,2,7,0.0
count1-offset1,1,1,6,base,3,0,0.0
count1-offset1,1,1,6,base,3,1,0.0
count1-offset1,1,1,6,base,3,2,0.0
count1-offset1,1,1,6,base,3,3,0.0
count1-offset1,1,1,6,base,3,4,0.0
count1-offset1,1,1,6,base,3,5,0.0
count1-offset1,1,1,6,base,3,6,0.0
count1-offset1,1,1,6,base,3,7,0.0
count1-offset1,1,1,6,base,4,0,0.0
count1-offset1,1,1,6,base,4,1,0.0
count1-offset1,1,1,6,base,4,2,0.0
count1-offset1,1,1,6,base,4,3,0.0
count1-offset1,1,1,6,base,4,4,0.0
count1-offset1,1,1,6,base,4,5,0.0
count1-offset1,1,1,6,base,4,6,0.0
count1-offset1,1,1,6,base,4,7,0.0
count1-offset2,1,2,6,base,0,0,0.09126859903335571
count1-offset2,1,2,6,base,0,1,0.12263014167547226
count1-offset2,1,2,6,base,0,2,0.0829232707619667
count1-offset2,1,2,6,base,0,3,0.14035815000534058
count1-offset2,1,2,6,base,0,4,-0.0747632086277008
count1-offset2,1,2,6,base,0,5,0.1213887631893158
count1-offset2,1,2,6,base,0,6,0.011033449321985245
count1-offset2,1,2,6,base,0,7,-0.09678514301776886
count1-offset2,1,2,6,base,1,0,-0.08134142309427261
count1-offset2,1,2,6,base,1,1,-0.025980211794376373
count1-offset2,1,2,6,base,1,2,0.00562979094684124
count1-offset2,1,2,6,base,1,3,-0.043405335396528244
count1-offset2,1,2,6,base,1,4,0.0673031359910965
count1-offset2,1,2,6,base,1,5,0.019708367064595222
count1-offset2,1,2,6,base,1,6,0.04469930753111839
count1-offset2,1,2,6,base,1,7,0.055958110839128494
count1-offset2,1,2,6,base,2,0,0.0
count1-offset2,1,2,6,base,2,1,0.0
count1-offset2,1,2,6,base,2,2,0.0
count1-offset2,1,2,6,base,2,3,0.0
count1-offset2,1,2,6,base,2,4,0.0
count1-offset2,1,2,6,base,2,5,0.0
count1-offset2,1,2,6,base,2,6,0.0
count1-offset2,1,2,6,base,2,7,0.0
count1-offset2,1,2,6,base,3,0,0.0
count1-offset2,1,2,6,base,3,1,0.0
count1-offset2,1,2,6,base,3,2,0.0
count1-offset2,1,2,6,base,3,3,0.0
count1-offset2,1,2,6,base,3,4,0.0
count1-offset2,1,2,6,base,3,5,0.0
count1-offset2,1,2,6,base,3,6,0.0
count1-offset2,1,2,6,base,3,7,0.0
count1-offset2,1,2,6,base,4,0,0.0
count1-offset2,1,2,6,base,4,1,0.0
count1-offset2,1,2,6,base,4,2,0.0
count1-offset2,1,2,6,base,4,3,0.0
count1-offset2,1,2,6,base,4,4,0.0
count1-offset2,1,2,6,base,4,5,0.0
count1-offset2,1,2,6,base,4,6,0.0
count1-offset2,1,2,6,base,4,7,0.0
count1-offset3,1,3,6,base,0,0,-0.10061982274055481
count1-offset3,1,3,6,base,0,1,-0.13506397604942322
count1-offset3,1,3,6,base,0,2,-0.0404086634516716
count1-offset3,1,3,6,base,0,3,-0.07315707206726074
count1-offset3,1,3,6,base,0,4,0.14859576523303986
count1-offset3,1,3,6,base,0,5,-0.13646955788135529
count1-offset3,1,3,6,base,0,6,-0.006857637315988541
count1-offset3,1,3,6,base,0,7,0.011919617652893066
count1-offset3,1,3,6,base,1,0,-0.05805376172065735
count1-offset3,1,3,6,base,1,1,0.1784301996231079
count1-offset3,1,3,6,base,1,2,0.1161033883690834
count1-offset3,1,3,6,base,1,3,-0.013210512697696686
count1-offset3,1,3,6,base,1,4,-0.09488040208816528
count1-offset3,1,3,6,base,1,5,0.14746786653995514
count1-offset3,1,3,6,base,1,6,-0.004736956208944321
count1-offset3,1,3,6,base,1,7,-0.1357707530260086
count1-offset3,1,3,6,base,2,0,0.0
count1-offset3,1,3,6,base,2,1,0.0
count1-offset3,1,3,6,base,2,2,0.0
count1-offset3,1,3,6,base,2,3,0.0
count1-offset3,1,3,6,base,2,4,0.0
count1-offset3,1,3,6,base,2,5,0.0
count1-offset3,1,3,6,base,2,6,0.0
count1-offset3,1,3,6,base,2,7,0.0
count1-offset3,1,3,6,base,3,0,0.0
count1-offset3,1,3,6,base,3,1,0.0
count1-offset3,1,3,6,base,3,2,0.0
count1-offset3,1,3,6,base,3,3,0.0
count1-offset3,1,3,6,base,3,4,0.0
count1-offset3,1,3,6,base,3,5,0.0
count1-offset3,1,3,6,base,3,6,0.0
count1-offset3,1,3,6,base,3,7,0.0
count1-offset3,1,3,6,base,4,0,0.0
count1-offset3,1,3,6,base,4,1,0.0
count1-offset3,1,3,6,base,4,2,0.0
count1-offset3,1,3,6,base,4,3,0.0
count1-offset3,1,3,6,base,4,4,0.0
count1-offset3,1,3,6,base,4,5,0.0
count1-offset3,1,3,6,base,4,6,0.0
count1-offset3,1,3,6,base,4,7,0.0
count2-offset0,2,0,6,base,0,0,-0.09077427536249161
count2-offset0,2,0,6,base,0,1,-0.11666501313447952
count2-offset0,2,0,6,base,0,2,-0.0995655208826065
count2-offset0,2,0,6,base,0,3,-0.0772327333688736
count2-offset0,2,0,6,base,0,4,0.1502963900566101
count2-offset0,2,0,6,base,0,5,0.022314518690109253
count2-offset0,2,0,6,base,0,6,-0.10203966498374939
count2-offset0,2,0,6,base,0,7,0.04318608343601227
count2-offset0,2,0,6,base,1,0,-0.10173235833644867
count2-offset0,2,0,6,base,1,1,0.13855287432670593
count2-offset0,2,0,6,base,1,2,0.10543740540742874
count2-offset0,2,0,6,base,1,3,-0.05222257971763611
count2-offset0,2,0,6,base,1,4,-0.1166590079665184
count2-offset0,2,0,6,base,1,5,0.1600448191165924
count2-offset0,2,0,6,base,1,6,0.010855946689844131
count2-offset0,2,0,6,base,1,7,-0.14059560000896454
count2-offset0,2,0,6,base,2,0,0.0
count2-offset0,2,0,6,base,2,1,0.0
count2-offset0,2,0,6,base,2,2,0.0
count2-offset0,2,0,6,base,2,3,0.0
count2-offset0,2,0,6,base,2,4,0.0
count2-offset0,2,0,6,base,2,5,0.0
count2-offset0,2,0,6,base,2,6,0.0
count2-offset0,2,0,6,base,2,7,0.0
count2-offset0,2,0,6,base,3,0,0.0
count2-offset0,2,0,6,base,3,1,0.0
count2-offset0,2,0,6,base,3,2,0.0
count2-offset0,2,0,6,base,3,3,0.0
count2-offset0,2,0,6,base,3,4,0.0
count2-offset0,2,0,6,base,3,5,0.0
count2-offset0,2,0,6,base,3,6,0.0
count2-offset0,2,0,6,base,3,7,0.0
count2-offset0,2,0,6,base,4,0,0.0
count2-offset0,2,0,6,base,4,1,0.0
count2-offset0,2,0,6,base,4,2,0.0
count2-offset0,2,0,6,base,4,3,0.0
count2-offset0,2,0,6,base,4,4,0.0
count2-offset0,2,0,6,base,4,5,0.0
count2-offset0,2,0,6,base,4,6,0.0
count2-offset0,2,0,6,base,4,7,0.0
count2-offset1,2,1,6,base,0,0,-0.0329003781080246
count2-offset1,2,1,6,base,0,1,0.05862538516521454
count2-offset1,2,1,6,base,0,2,0.0471872054040432
count2-offset1,2,1,6,base,0,3,0.03382045030593872
count2-offset1,2,1,6,base,0,4,-0.006465950980782509
count2-offset1,2,1,6,base,0,5,0.046890899538993835
count2-offset1,2,1,6,base,0,6,0.008266625925898552
count2-offset1,2,1,6,base,0,7,-0.03523540869355202
count2-offset1,2,1,6,base,1,0,-0.007999951019883156
count2-offset1,2,1,6,base,1,1,0.05419376492500305
count2-offset1,2,1,6,base,1,2,0.005881965160369873
count2-offset1,2,1,6,base,1,3,-0.022328220307826996
count2-offset1,2,1,6,base,1,4,-0.01823626458644867
count2-offset1,2,1,6,base,1,5,0.013784057460725307
count2-offset1,2,1,6,base,1,6,0.0020740963518619537
count2-offset1,2,1,6,base,1,7,0.003734367899596691
count2-offset1,2,1,6,base,2,0,0.0
count2-offset1,2,1,6,base,2,1,0.0
count2-offset1,2,1,6,base,2,2,0.0
count2-offset1,2,1,6,base,2,3,0.0
count2-offset1,2,1,6,base,2,4,0.0
count2-offset1,2,1,6,base,2,5,0.0
count2-offset1,2,1,6,base,2,6,0.0
count2-offset1,2,1,6,base,2,7,0.0
count2-offset1,2,1,6,base,3,0,0.0
count2-offset1,2,1,6,base,3,1,0.0
count2-offset1,2,1,6,base,3,2,0.0
count2-offset1,2,1,6,base,3,3,0.0
count2-offset1,2,1,6,base,3,4,0.0
count2-offset1,2,1,6,base,3,5,0.0
count2-offset1,2,1,6,base,3,6,0.0
count2-offset1,2,1,6,base,3,7,0.0
count2-offset1,2,1,6,base,4,0,0.0
count2-offset1,2,1,6,base,4,1,0.0
count2-offset1,2,1,6,base,4,2,0.0
count2-offset1,2,1,6,base,4,3,0.0
count2-offset1,2,1,6,base,4,4,0.0
count2-offset1,2,1,6,base,4,5,0.0
count2-offset1,2,1,6,base,4,6,0.0
count2-offset1,2,1,6,base,4,7,0.0
count2-offset2,2,2,6,base,0,0,-0.026832548901438713
count2-offset2,2,2,6,base,0,1,0.05976780876517296
count2-offset2,2,2,6,base,0,2,0.051069412380456924
count2-offset2,2,2,6,base,0,3,0.040148358792066574
count2-offset2,2,2,6,base,0,4,-0.0021141301840543747
count2-offset2,2,2,6,base,0,5,0.0571562796831131
count2-offset2,2,2,6,base,0,6,0.013662034645676613
count2-offset2,2,2,6,base,0,7,-0.03508799523115158
count2-offset2,2,2,6,base,1,0,-0.012120196595788002
count2-offset2,2,2,6,base,1,1,0.050720252096652985
count2-offset2,2,2,6,base,1,2,0.011004387401044369
count2-offset2,2,2,6,base,1,3,-0.018873997032642365
count2-offset2,2,2,6,base,1,4,-0.009376458823680878
count2-offset2,2,2,6,base,1,5,0.016599241644144058
count2-offset2,2,2,6,base,1,6,0.004478398244827986
count2-offset2,2,2,6,base,1,7,0.001319490373134613
count2-offset2,2,2,6,base,2,0,0.0
count2-offset2,2,2,6,base,2,1,0.0
count2-offset2,2,2,6,base,2,2,0.0
count2-offset2,2,2,6,base,2,3,0.0
count2-offset2,2,2,6,base,2,4,0.0
count2-offset2,2,2,6,base,2,5,0.0
count2-offset2,2,2,6,base,2,6,0.0
count2-offset2,2,2,6,base,2,7,0.0
count2-offset2,2,2,6,base,3,0,0.0
count2-offset2,2,2,6,base,3,1,0.0
count2-offset2,2,2,6,base,3,2,0.0
count2-offset2,2,2,6,base,3,3,0.0
count2-offset2,2,2,6,base,3,4,0.0
count2-offset2,2,2,6,base,3,5,0.0
count2-offset2,2,2,6,base,3,6,0.0
count2-offset2,2,2,6,base,3,7,0.0
count2-offset2,2,2,6,base,4,0,0.0
count2-offset2,2,2,6,base,4,1,0.0
count2-offset2,2,2,6,base,4,2,0.0
count2-offset2,2,2,6,base,4,3,0.0
count2-offset2,2,2,6,base,4,4,0.0
count2-offset2,2,2,6,base,4,5,0.0
count2-offset2,2,2,6,base,4,6,0.0
count2-offset2,2,2,6,base,4,7,0.0
count2-offset3,2,3,6,base,0,0,-0.05950016528367996
count2-offset3,2,3,6,base,0,1,-0.06943614035844803
count2-offset3,2,3,6,base,0,2,0.02252400852739811
count2-offset3,2,3,6,base,0,3,-0.12248106300830841
count2-offset3,2,3,6,base,0,4,0.20122267305850983
count2-offset3,2,3,6,base,0,5,-0.24331490695476532
count2-offset3,2,3,6,base,0,6,-0.0025404170155525208
count2-offset3,2,3,6,base,0,7,0.045985832810401917
count2-offset3,2,3,6,base,1,0,-0.045137759298086166
count2-offset3,2,3,6,base,1,1,0.12173400819301605
count2-offset3,2,3,6,base,1,2,0.2407320737838745
count2-offset3,2,3,6,base,1,3,0.05148942023515701
count2-offset3,2,3,6,base,1,4,-0.060955800116062164
count2-offset3,2,3,6,base,1,5,0.1266079694032669
count2-offset3,2,3,6,base,1,6,0.038994770497083664
count2-offset3,2,3,6,base,1,7,-0.2188921719789505
count2-offset3,2,3,6,base,2,0,0.0
count2-offset3,2,3,6,base,2,1,0.0
count2-offset3,2,3,6,base,2,2,0.0
count2-offset3,2,3,6,base,2,3,0.0
count2-offset3,2,3,6,base,2,4,0.0
count2-offset3,2,3,6,base,2,5,0.0
count2-offset3,2,3,6,base,2,6,0.0
count2-offset3,2,3,6,base,2,7,0.0
count2-offset3,2,3,6,base,3,0,0.0
count2-offset3,2,3,6,base,3,1,0.0
count2-offset3,2,3,6,base,3,2,0.0
count2-offset3,2,3,6,base,3,3,0.0
count2-offset3,2,3,6,base,3,4,0.0
count2-offset3,2,3,6,base,3,5,0.0
count2-offset3,2,3,6,base,3,6,0.0
count2-offset3,2,3,6,base,3,7,0.0
count2-offset3,2,3,6,base,4,0,0.0
count2-offset3,2,3,6,base,4,1,0.0
count2-offset3,2,3,6,base,4,2,0.0
count2-offset3,2,3,6,base,4,3,0.0
count2-offset3,2,3,6,base,4,4,0.0
count2-offset3,2,3,6,base,4,5,0.0
count2-offset3,2,3,6,base,4,6,0.0
count2-offset3,2,3,6,base,4,7,0.0
count4-offset0,4,0,6,base,0,0,0.01777457445859909
count4-offset0,4,0,6,base,0,1,0.0561579167842865
count4-offset0,4,0,6,base,0,2,0.012706170789897442
count4-offset0,4,0,6,base,0,3,0.01897195540368557
count4-offset0,4,0,6,base,0,4,-0.037298113107681274
count4-offset0,4,0,6,base,0,5,0.12185142934322357
count4-offset0,4,0,6,base,0,6,0.03454853594303131
count4-offset0,4,0,6,base,0,7,0.08342532813549042
count4-offset0,4,0,6,base,1,0,0.03446372225880623
count4-offset0,4,0,6,base,1,1,0.049232788383960724
count4-offset0,4,0,6,base,1,2,-0.008002001792192459
count4-offset0,4,0,6,base,1,3,-0.0068438369780778885
count4-offset0,4,0,6,base,1,4,-0.08526074886322021
count4-offset0,4,0,6,base,1,5,0.03670748695731163
count4-offset0,4,0,6,base,1,6,0.046439386904239655
count4-offset0,4,0,6,base,1,7,0.0025371666997671127
count4-offset0,4,0,6,base,2,0,0.0
count4-offset0,4,0,6,base,2,1,0.0
count4-offset0,4,0,6,base,2,2,0.0
count4-offset0,4,0,6,base,2,3,0.0
count4-offset0,4,0,6,base,2,4,0.0
count4-offset0,4,0,6,base,2,5,0.0
count4-offset0,4,0,6,base,2,6,0.0
count4-offset0,4,0,6,base,2,7,0.0
count4-offset0,4,0,6,base,3,0,0.0
count4-offset0,4,0,6,base,3,1,0.0
count4-offset0,4,0,6,base,3,2,0.0
count4-offset0,4,0,6,base,3,3,0.0
count4-offset0,4,0,6,base,3,4,0.0
count4-offset0,4,0,6,base,3,5,0.0
count4-offset0,4,0,6,base,3,6,0.0
count4-offset0,4,0,6,base,3,7,0.0
count4-offset0,4,0,6,base,4,0,0.0
count4-offset0,4,0,6,base,4,1,0.0
count4-offset0,4,0,6,base,4,2,0.0
count4-offset0,4,0,6,base,4,3,0.0
count4-offset0,4,0,6,base,4,4,0.0
count4-offset0,4,0,6,base,4,5,0.0
count4-offset0,4,0,6,base,4,6,0.0
count4-offset0,4,0,6,base,4,7,0.0
count4-offset1,4,1,6,base,0,0,-0.11130905896425247
count4-offset1,4,1,6,base,0,1,0.06670965254306793
count4-offset1,4,1,6,base,0,2,0.061321936547756195
count4-offset1,4,1,6,base,0,3,0.027149096131324768
count4-offset1,4,1,6,base,0,4,0.05080831050872803
count4-offset1,4,1,6,base,0,5,-0.031793251633644104
count4-offset1,4,1,6,base,0,6,-0.01753377914428711
count4-offset1,4,1,6,base,0,7,-0.08357119560241699
count4-offset1,4,1,6,base,1,0,-0.03329567611217499
count4-offset1,4,1,6,base,1,1,0.06991787254810333
count4-offset1,4,1,6,base,1,2,0.04213413968682289
count4-offset1,4,1,6,base,1,3,0.020055392757058144
count4-offset1,4,1,6,base,1,4,0.00943042617291212
count4-offset1,4,1,6,base,1,5,-0.06958417594432831
count4-offset1,4,1,6,base,1,6,0.029996609315276146
count4-offset1,4,1,6,base,1,7,-0.1493878960609436
count4-offset1,4,1,6,base,2,0,0.0
count4-offset1,4,1,6,base,2,1,0.0
count4-offset1,4,1,6,base,2,2,0.0
count4-offset1,4,1,6,base,2,3,0.0
count4-offset1,4,1,6,base,2,4,0.0
count4-offset1,4,1,6,base,2,5,0.0
count4-offset1,4,1,6,base,2,6,0.0
count4-offset1,4,1,6,base,2,7,0.0
count4-offset1,4,1,6,base,3,0,0.0
count4-offset1,4,1,6,base,3,1,0.0
count4-offset1,4,1,6,base,3,2,0.0
count4-offset1,4,1,6,base,3,3,0.0
count4-offset1,4,1,6,base,3,4,0.0
count4-offset1,4,1,6,base,3,5,0.0
count4-offset1,4,1,6,base,3,6,0.0
count4-offset1,4,1,6,base,3,7,0.0
count4-offset1,4,1,6,base,4,0,0.0
count4-offset1,4,1,6,base,4,1,0.0
count4-offset1,4,1,6,base,4,2,0.0
count4-offset1,4,1,6,base,4,3,0.0
count4-offset1,4,1,6,base,4,4,0.0
count4-offset1,4,1,6,base,4,5,0.0
count4-offset1,4,1,6,base,4,6,0.0
count4-offset1,4,1,6,base,4,7,0.0
count4-offset2,4,2,6,base,0,0,0.01777457445859909
count4-offset2,4,2,6,base,0,1,0.0561579167842865
count4-offset2,4,2,6,base,0,2,0.012706170789897442
count4-offset2,4,2,6,base,0,3,0.01897195540368557
count4-offset2,4,2,6,base,0,4,-0.037298113107681274
count4-offset2,4,2,6,base,0,5,0.12185142934322357
count4-offset2,4,2,6,base,0,6,0.03454853594303131
count4-offset2,4,2,6,base,0,7,0.08342532813549042
count4-offset2,4,2,6,base,1,0,0.03446372225880623
count4-offset2,4,2,6,base,1,1,0.049232788383960724
count4-offset2,4,2,6,base,1,2,-0.008002001792192459
count4-offset2,4,2,6,base,1,3,-0.0068438369780778885
count4-offset2,4,2,6,base,1,4,-0.08526074886322021
count4-offset2,4,2,6,base,1,5,0.03670748695731163
count4-offset2,4,2,6,base,1,6,0.046439386904239655
count4-offset2,4,2,6,base,1,7,0.0025371666997671127
count4-offset2,4,2,6,base,2,0,0.0
count4-offset2,4,2,6,base,2,1,0.0
count4-offset2,4,2,6,base,2,2,0.0
count4-offset2,4,2,6,base,2,3,0.0
count4-offset2,4,2,6,base,2,4,0.0
count4-offset2,4,2,6,base,2,5,0.0
count4-offset2,4,2,6,base,2,6,0.0
count4-offset2,4,2,6,base,2,7,0.0
count4-offset2,4,2,6,base,3,0,0.0
count4-offset2,4,2,6,base,3,1,0.0
count4-offset2,4,2,6,base,3,2,0.0
count4-offset2,4,2,6,base,3,3,0.0
count4-offset2,4,2,6,base,3,4,0.0
count4-offset2,4,2,6,base,3,5,0.0
count4-offset2,4,2,6,base,3,6,0.0
count4-offset2,4,2,6,base,3,7,0.0
count4-offset2,4,2,6,base,4,0,0.0
count4-offset2,4,2,6,base,4,1,0.0
count4-offset2,4,2,6,base,4,2,0.0
count4-offset2,4,2,6,base,4,3,0.0
count4-offset2,4,2,6,base,4,4,0.0
count4-offset2,4,2,6,base,4,5,0.0
count4-offset2,4,2,6,base,4,6,0.0
count4-offset2,4,2,6,base,4,7,0.0
count4-offset3,4,3,6,base,0,0,-0.11130905896425247
count4-offset3,4,3,6,base,0,1,0.06670965254306793
count4-offset3,4,3,6,base,0,2,0.061321936547756195
count4-offset3,4,3,6,base,0,3,0.027149096131324768
count4-offset3,4,3,6,base,0,4,0.05080831050872803
count4-offset3,4,3,6,base,0,5,-0.031793251633644104
count4-offset3,4,3,6,base,0,6,-0.01753377914428711
count4-offset3,4,3,6,base,0,7,-0.08357119560241699
count4-offset3,4,3,6,base,1,0,-0.03329567611217499
count4-offset3,4,3,6,base,1,1,0.06991787254810333
count4-offset3,4,3,6,base,1,2,0.04213413968682289
count4-offset3,4,3,6,base,1,3,0.020055392757058144
count4-offset3,4,3,6,base,1,4,0.00943042617291212
count4-offset3,4,3,6,base,1,5,-0.06958417594432831
count4-offset3,4,3,6,base,1,6,0.029996609315276146
count4-offset3,4,3,6,base,1,7,-0.1493878960609436
count4-offset3,4,3,6,base,2,0,0.0
count4-offset3,4,3,6,base,2,1,0.0
count4-offset3,4,3,6,base,2,2,0.0
count4-offset3,4,3,6,base,2,3,0.0
count4-offset3,4,3,6,base,2,4,0.0
count4-offset3,4,3,6,base,2,5,0.0
count4-offset3,4,3,6,base,2,6,0.0
count4-offset3,4,3,6,base,2,7,0.0
count4-offset3,4,3,6,base,3,0,0.0
count4-offset3,4,3,6,base,3,1,0.0
count4-offset3,4,3,6,base,3,2,0.0
count4-offset3,4,3,6,base,3,3,0.0
count4-offset3,4,3,6,base,3,4,0.0
count4-offset3,4,3,6,base,3,5,0.0
count4-offset3,4,3,6,base,3,6,0.0
count4-offset3,4,3,6,base,3,7,0.0
count4-offset3,4,3,6,base,4,0,0.0
count4-offset3,4,3,6,base,4,1,0.0
count4-offset3,4,3,6,base,4,2,0.0
count4-offset3,4,3,6,base,4,3,0.0
count4-offset3,4,3,6,base,4,4,0.0
count4-offset3,4,3,6,base,4,5,0.0
count4-offset3,4,3,6,base,4,6,0.0
count4-offset3,4,3,6,base,4,7,0.0
count8,8,0,6,base,0,0,-0.028754740953445435
count8,8,0,6,base,0,1,0.09785355627536774
count8,8,0,6,base,0,2,0.19100335240364075
count8,8,0,6,base,0,3,0.052630893886089325
count8,8,0,6,base,0,4,0.005711376667022705
count8,8,0,6,base,0,5,0.08664613962173462
count8,8,0,6,base,0,6,0.02443726733326912
count8,8,0,6,base,0,7,0.024895627051591873
count8,8,0,6,base,1,0,-0.020201776176691055
count8,8,0,6,base,1,1,0.09309305250644684
count8,8,0,6,base,1,2,0.11158294975757599
count8,8,0,6,base,1,3,0.029190488159656525
count8,8,0,6,base,1,4,0.016141090542078018
count8,8,0,6,base,1,5,0.0006615445017814636
count8,8,0,6,base,1,6,0.06914247572422028
count8,8,0,6,base,1,7,-0.043947771191596985
count8,8,0,6,base,2,0,0.0
count8,8,0,6,base,2,1,0.0
count8,8,0,6,base,2,2,0.0
count8,8,0,6,base,2,3,0.0
count8,8,0,6,base,2,4,0.0
count8,8,0,6,base,2,5,0.0
count8,8,0,6,base,2,6,0.0
count8,8,0,6,base,2,7,0.0
count8,8,0,6,base,3,0,0.0
count8,8,0,6,base,3,1,0.0
count8,8,0,6,base,3,2,0.0
count8,8,0,6,base,3,3,0.0
count8,8,0,6,base,3,4,0.0
count8,8,0,6,base,3,5,0.0
count8,8,0,6,base,3,6,0.0
count8,8,0,6,base,3,7,0.0
count8,8,0,6,base,4,0,0.0
count8,8,0,6,base,4,1,0.0
count8,8,0,6,base,4,2,0.0
count8,8,0,6,base,4,3,0.0
count8,8,0,6,base,4,4,0.0
count8,8,0,6,base,4,5,0.0
count8,8,0,6,base,4,6,0.0
count8,8,0,6,base,4,7,0.0
count0,0,0,6,extra,0,0,-3.817240667558508e-06
count0,0,0,6,extra,0,1,1.263886133529013e-06
count0,0,0,6,extra,0,2,-1.3739811038249172e-05
count0,0,0,6,extra,0,3,-8.201674063457176e-06
count0,0,0,6,extra,0,4,-1.810762296372559e-05
count0,0,0,6,extra,0,5,-6.748872237949399e-06
count0,0,0,6,extra,0,6,-6.30366912446334e-07
count0,0,0,6,extra,0,7,-2.4808769012452103e-06
count0,0,0,6,extra,1,0,2.3379589038086124e-06
count0,0,0,6,extra,1,1,1.1354859452694654e-06
count0,0,0,6,extra,1,2,2.066606384687475e-06
count0,0,0,6,extra,1,3,-2.6558899435258354e-07
count0,0,0,6,extra,1,4,3.073037078138441e-06
count0,0,0,6,extra,1,5,3.1779827622813173e-06
count0,0,0,6,extra,1,6,2.9208122214186005e-06
count0,0,0,6,extra,1,7,1.7296720216108952e-06
count0,0,0,6,extra,2,0,0.0
count0,0,0,6,extra,2,1,0.0
count0,0,0,6,extra,2,2,0.0
count0,0,0,6,extra,2,3,0.0
count0,0,0,6,extra,2,4,0.0
count0,0,0,6,extra,2,5,0.0
count0,0,0,6,extra,2,6,0.0
count0,0,0,6,extra,2,7,0.0
count0,0,0,6,extra,3,0,0.0
count0,0,0,6,extra,3,1,0.0
count0,0,0,6,extra,3,2,0.0
count0,0,0,6,extra,3,3,0.0
count0,0,0,6,extra,3,4,0.0
count0,0,0,6,extra,3,5,0.0
count0,0,0,6,extra,3,6,0.0
count0,0,0,6,extra,3,7,0.0
count0,0,0,6,extra,4,0,0.0
count0,0,0,6,extra,4,1,0.0
count0,0,0,6,extra,4,2,0.0
count0,0,0,6,extra,4,3,0.0
count0,0,0,6,extra,4,4,0.0
count0,0,0,6,extra,4,5,0.0
count0,0,0,6,extra,4,6,0.0
